id,hip,hd,hr,gl,bf,proper,ra,dec,dist,rv,mag,absmag,spect,ci
32926,33012,51210,2592,,,,6.879287,-59.341194,145.3488,-2.,6.41,.598,A3m...,.181,
32931,33015,50860,2579,,,,6.879761,-43.975594,145.5604,26.,6.47,.655,B8V,-0.101,
32932,33018,50019,2540,,34The Gem,,6.879816,33.961254,57.971,21.,3.6,-0.216,A3III,.102,
32937,33024,50277,2551,,,,6.880408,8.380373,62.3053,27.,5.75,1.777,F0Vn,.27,
32953,33040,50648,2567,,,,6.883417,-26.957632,279.3296,-13.,6.33,-0.901,M6III,1.408,
32954,33041,50018,2539,,59    Aur,,6.883725,38.869156,150.6024,1.,6.1,.211,F2V,.406,
32957,33044,50056,2542,,,,6.884316,35.787994,293.2551,6.,6.03,-1.306,K3III:,1.455,
32961,33048,49618,2520,,14    Lyn,,6.884738,59.448544,149.2537,13.,5.34,-0.53,G4III...,.675,
32969,33056,49949,2532,,,,6.885438,44.839939,92.6784,6.,6.24,1.405,A8Vn,.239,
32978,33064,50037,2541,,60    Aur,,6.887054,38.438011,69.541,32.,6.32,2.109,F5V:,.516,
32990,33077,50644,2565,,,,6.88856,-19.032763,95.511,30.,5.65,.75,A9/F0III,.279,
32992,33079,50643,2566,,,,6.8894,-18.932844,127.0648,41.,6.13,.61,A3III,.156,
32995,33082,50371,2555,,,,6.889556,10.99665,117.9245,-34.,6.3,.942,K0III,.962,
33005,33092,50707,2571,,15    CMa,,6.892474,-20.224255,373.1343,28.,4.82,-3.039,B1Ib,-0.212,
33007,33094,50806,2576,Wo 9219,,,6.892756,-28.539795,25.8933,72.1,6.05,3.984,G3/G5V,.708,
33017,33104,49340,2511,,43    Cam,,6.895068,68.888306,300.3003,-21.,5.11,-2.278,B7III,-0.114,
33039,33126,50853,2578,,,,6.898737,-24.538755,163.1321,27.,6.23,.167,A0V,.016,
33046,33133,50204,2547,,61Psi8Aur,,6.899187,38.505016,229.3578,27.,6.46,-0.343,B9.5sp...,-0.044,
33052,33139,51266,2594,,,,6.900633,-50.611599,54.1126,44.,6.24,2.574,K0/K1III,.988,
33065,33152,50877,2580,,16Omi1CMa,,6.902209,-24.184212,100000.,36.,3.89,-16.11,K3Iab,1.74,
33067,33154,50700,2570,,,,6.902386,-5.852188,163.6661,17.,6.39,.32,A6Vn,.174,
33073,33160,50778,2574,,14The CMa,,6.903167,-12.038628,79.9361,97.,4.08,-0.434,K4III,1.418,
33097,33184,50747,2572,,,,6.906851,-1.126996,169.2047,-9.,5.44,-0.702,A4IV,.167,
33102,33189,51208,2591,,,,6.907412,-42.36557,502.5126,32.,6.32,-2.186,C3II,2.287,
33115,33202,50635,2564,Wo 9220A,38    Gem,,6.910732,13.177827,25.6279,14.8,4.73,2.686,F0Vp,.321,
33123,33210,50820,2577,,,,6.911679,-1.756486,100000.,9.,6.2,-13.8,B3IVe+...,.487,
33156,33243,50890,2582,,,,6.916366,-2.803588,334.4482,20.,6.03,-1.592,G6III:,1.102,
33161,33248,51055,2588,,17    CMa,,6.917427,-20.404877,154.5595,-15.,5.8,-0.145,A2V,.048,
33182,33269,50420,2557,,,,6.920738,43.91003,310.559,-7.,6.16,-1.301,A9III,.314,
33184,33271,50384,2556,,,,6.920888,45.826408,137.741,31.,6.31,.615,K0III-IV,.945,
33190,33277,50692,2569,Gl 252,37    Gem,,6.921853,25.375696,17.2414,-15.1,5.74,4.557,G0V,.573,
33210,33297,50931,2584,,,,6.926282,8.324285,85.4701,20.,6.28,1.621,A0V,.037,
33215,33302,51199,2590,,19Pi  CMa,,6.927064,-20.136497,29.5858,8.,4.66,2.305,F2IV/V,.374,
33229,33316,51283,2595,,,,6.929702,-22.941439,100000.,38.,5.29,-14.71,B2/B3III,-0.163,
33243,33330,51411,2598,,,,6.931881,-31.790178,294.9853,21.,6.36,-0.989,B3V,-0.155,
33258,33345,51250,2593,,18Mu  CMa,,6.935179,-14.04343,381.6794,19.,5.,-2.908,B9.5V,1.182,
33260,33347,51309,2596,,20Iot CMa,,6.935618,-17.054241,769.2308,41.,4.36,-5.07,B3Ib/II,-0.063,
33270,33357,51799,2608,,,,6.937775,-48.721146,263.8522,22.,4.94,-2.167,M1III,1.668,
33285,33372,51104,2589,,,,6.940509,9.956578,139.2758,33.,5.9,.181,B8Vn,-0.085,
33290,33377,50658,2568,,Psi9Aur,,6.942238,46.273998,386.1004,-41.,5.85,-2.084,B8III,-0.079,
33297,33384,54239,2689,,The Men,,6.942911,-79.420197,107.9914,6.,5.45,.283,B9.5V,.041,
33307,33394,51682,2604,,,,6.946028,-35.341335,193.7984,18.,6.27,-0.167,K2III,1.278,
33328,33415,50763,2573,,,,6.94891,46.705353,107.1811,39.,5.88,.729,K0III:,1.093,
33333,33420,51424,2599,,,,6.950026,-8.179295,434.7826,-5.,6.31,-1.881,A2V+...,.641,
33334,33421,51000,2586,,,,6.950145,33.681038,129.5337,-10.,5.91,.348,G5III,.878,
33357,33444,50551,2561,,,,6.953648,57.563286,247.5248,-54.,6.03,-0.938,K3III,1.495,
33362,33449,50522,2560,,15    Lyn,,6.954612,58.42276,54.6747,9.,4.35,.661,G5III-IV,.85,
33364,33451,51825,2612,Gl 255A,,,6.954886,-35.507153,43.1034,10.1,6.23,3.057,F5V,.465,
33366,33453,51021,,,,,6.95514,37.394722,526.3158,0,6.48,-2.126,M3,1.673,
33378,33465,51330,2597,,,,6.957108,11.907554,943.3962,9.,6.26,-3.613,F2Ib-II,.349,
33391,33478,51733,2607,,,,6.95942,-24.63084,37.9363,20.,5.45,2.555,F3V,.39,
33398,33485,50973,2585,,16    Lyn,,6.960309,45.094093,73.8552,-8.,4.9,.558,A2Vn,.027,
33405,33492,51823,2611,,,,6.961842,-27.537504,312.5,24.,6.22,-1.254,B2/B3V,-0.147,
33444,33532,51925,2614,,,,6.968765,-27.164381,854.7009,18.,6.36,-3.299,B2V,-0.186,
33471,33558,52092,2619,,,,6.973638,-34.11171,180.8318,19.,5.07,-1.216,B4IV/V,-0.154,
33488,33575,52018,2616,,,,6.976639,-25.414158,264.5503,28.,5.59,-1.523,B2V,-0.162,
33490,33577,52622,2638,,,,6.976772,-56.394848,94.3396,-3.,6.46,1.587,F2II,.389,
33492,33579,52089,2618,,21Eps CMa,Adhara,6.977097,-28.972084,124.2236,27.,1.5,-3.971,B2II,-0.211,
33497,33584,51693,2606,,,,6.977476,7.6223,68.306,-12.,6.25,2.078,A3V,.105,
33501,33588,52603,2634,,,,6.977715,-55.729122,88.3392,-1.,6.26,1.529,K2III,1.16,
33503,33590,52362,2626,,,,6.978259,-45.767593,120.1923,34.,6.23,.831,A0V,-0.006,
33504,33591,52140,2621,,,,6.978805,-30.998037,232.5581,14.,6.41,-0.423,B3V,-0.137,
33508,33595,51530,2601,,39    Gem,,6.979839,26.081079,47.6644,6.,6.2,2.809,F8Vbwvar,.52,
33516,33603,51814,2610,,,,6.982507,3.602355,257.0694,17.,5.96,-1.09,G8III,1.056,
33527,33614,51440,2600,,62    Aur,,6.984126,38.052319,256.4103,25.,6.02,-1.025,K2III,1.218,
33557,33644,51892,2613,,,,6.988937,7.316967,293.2551,5.,6.34,-0.996,B7III,-0.106,
33563,33650,51688,2605,,40    Gem,,6.991092,25.914171,366.3004,12.,6.4,-1.419,B8III,-0.111,
33579,33666,52273,2623,,,,6.994237,-21.602884,393.7008,33.,6.26,-1.716,B2III,-0.164,
33595,33682,53501,2662,NN 3422,,,6.997378,-67.916443,89.6057,38.6,5.18,.418,K3III,1.396,
33607,33694,49878,2527,,,,7.001081,76.977409,56.338,-26.,4.55,.796,K4III,1.365,
33616,33703,52348,2625,,,,7.002301,-20.158424,436.6812,32.,6.32,-1.881,B3V,-0.134,
33628,33715,52005,2615,,41    Gem,,7.004396,16.078999,100000.,22.,5.73,-14.27,K3Ib,1.641,
33632,33719,52265,2622,,,,7.00501,-5.367162,28.9603,54.,6.29,3.981,G0III-IV,.572,
33642,33729,52312,2624,,,,7.006599,-8.406821,330.033,10.,5.95,-1.643,B9III,-0.075,
33667,33754,52382,2627,,,,7.010927,-9.202967,471.6981,51.,6.49,-1.878,B1Ib,.142,
33673,33760,52619,2637,,,,7.011809,-28.489574,68.6813,10.,6.28,2.096,F3/F5V,.449,
33687,33774,52703,2641,,,,7.013818,-33.46553,118.0638,28.,6.39,1.029,G8II/III,1.052,
33692,33779,53047,2652,,,,7.014303,-51.402584,198.0198,5.,5.14,-1.344,M1III,1.652,
33713,33800,53349,2661,,,,7.018096,-58.939938,54.1419,10.,6.01,2.342,F0V,.297,
33717,33804,52670,2640,,,,7.018318,-25.215633,312.5,6.,5.64,-1.834,B2/B3III/IV,-0.165,
33740,33827,50885,2581,,,,7.022612,70.808296,156.0062,-17.,5.69,-0.276,K4III,1.337,
33769,33856,52877,2646,,22Sig CMa,,7.028652,-27.93483,343.6426,22.,3.49,-4.191,K4III,1.729,
33785,33873,52611,2636,,,,7.031366,-1.345883,176.9912,-45.,6.2,-0.04,K0,1.286,
33790,33878,52666,2639,,,,7.032329,-5.722065,175.1313,3.,5.22,-0.997,M2III,1.687,
33821,33909,53253,2658,,,,7.037633,-43.40387,134.9528,31.,6.44,.789,A0V,-0.039,
33826,33914,52556,2632,,,,7.038193,15.336008,183.1502,-14.,5.78,-0.534,K1III:,1.14,
33839,33927,52497,2630,,42Ome Gem,,7.040217,24.215446,456.621,-9.,5.2,-3.098,G5II,.953,
33841,33929,52554,2631,,,,7.040426,17.755522,246.9136,23.,5.96,-1.003,M1.5,1.518,
33849,33937,52609,2635,,,,7.04258,16.674446,769.2308,35.,5.86,-3.57,M2III,1.659,
33882,33971,52918,2648,,19    Mon,,7.048549,-4.239231,373.1343,25.,4.99,-2.869,B1V,-0.195,
33888,33977,53138,2653,,24Omi2CMa,,7.050409,-23.83329,847.4576,48.,3.02,-6.621,B3Ia,-0.077,
33910,34000,53921,2674,,,,7.054195,-59.178108,151.2859,7.,5.5,-0.399,B9IV,-0.125,
33913,34002,52913,2647,,,,7.054977,9.138355,101.9368,-12.,5.96,.918,A3Vs,.126,
33928,34017,52711,2643,Gl 262,,,7.058457,29.337082,19.1314,25.4,5.93,4.521,G4V,.595,
33944,34033,52960,2649,,,,7.060576,10.951817,182.1494,21.,5.14,-1.162,K3III,1.391,
33956,34045,53244,2657,,23Gam CMa,,7.062637,-15.633286,135.5014,32.,4.11,-1.55,B8II,-0.112,
33966,34055,52976,2651,,,,7.064333,12.594242,581.3953,-16.,6.01,-2.812,K5,1.584,
33971,34059,53811,2672,,,,7.064896,-49.58392,60.5694,27.,4.92,1.009,A4IV,.14,
33977,34065,53705,2667,Gl 264.1A,,,7.065928,-43.60804,16.5153,86.4,5.56,4.471,G3V...,.624,
33978,34066,53240,2656,,,,7.06596,-10.123765,413.2231,24.,6.44,-1.641,B9IIIn,-0.067,
33993,34081,53704,2666,,,,7.067444,-42.33728,106.8376,28.,5.2,.056,Am,.198,
33998,34086,53208,2655,,,,7.068124,-5.323979,380.2281,40.,5.63,-2.27,K3III,1.29,
34000,34088,52973,2650,,43Zet Gem,,7.068481,20.570297,421.9409,7.,4.01,-4.116,G3Ibv SB,.899,
34017,34105,54118,2683,,,,7.071757,-56.749725,92.2509,30.,5.14,.315,A0p:,-0.032,
34054,34142,53629,2664,,,,7.079736,-22.031689,105.9322,77.,6.09,.965,K2IIICN...,1.225,
34081,34168,52860,2645,,,,7.08583,47.775043,413.2231,-17.,6.37,-1.711,B9IIIn,-0.048,
34089,34177,54179,2687,,,,7.087883,-50.360043,317.4603,13.,6.47,-1.038,K3III,1.424,
34094,34182,53257,2659,,44    Gem,,7.088436,22.637459,123.0012,-11.,6.,.55,B8Vn,-0.027,
34112,34200,53952,2677,,,,7.092229,-34.777699,53.4474,19.,6.15,2.51,F2V,.353,
34127,34215,53510,2663,,,,7.094174,9.1858,303.9514,46.,5.78,-1.634,M0III,1.513,
34129,34217,52859,2644,,,,7.094391,52.758556,99.7009,27.,6.17,1.177,A3Vs,.102,
34148,34238,52030,2617,,,,7.097676,70.731926,350.8772,20.,6.49,-1.236,K0III,1.568,
34158,34248,54031,2680,,,,7.100135,-30.65571,257.732,5.,6.34,-0.716,B3V,-0.131,
34160,34250,52708,2642,,,,7.10034,59.801849,118.9061,22.,6.4,1.024,G8III:,1.19,
34163,34253,54153,2685,,,,7.100629,-38.382854,205.3388,22.,6.09,-0.472,G0III,.702,
34177,34267,53329,2660,,,,7.103222,34.473969,92.6784,5.,5.55,.715,G8IV,.909,
34180,34270,55151,2712,,,,7.103974,-68.837578,161.8123,-14.,6.47,.425,K0III,1.039,
34207,34297,53975,2679,,,,7.10999,-12.393949,100000.,33.,6.48,-13.52,B7Iab...,-0.124,
34211,34301,53974,2678,,,,7.111324,-11.294014,934.5794,31.,5.41,-4.443,B0.5IV,.033,
34228,34318,54173,2686,,,,7.114577,-24.960571,280.8989,19.,6.09,-1.153,K2III,1.341,
34248,34338,53929,2676,,,,7.118464,4.910582,203.666,6.,6.1,-0.445,B9.5III,-0.129,
34249,34339,54475,2691,,,,7.118633,-40.893269,238.0952,6.,5.8,-1.084,B3V,-0.158,
34259,34349,54732,2698,,,,7.120359,-51.968285,166.9449,29.,5.96,-0.153,K0III,.996,
34260,34350,54967,,,,,7.121189,-59.716415,374.5318,16.,6.46,-1.407,B3V,-0.113,
34268,34358,53686,2665,,,,7.122889,34.009289,201.2072,14.,5.94,-0.578,K4III,1.507,
34269,34360,54309,2690,,,,7.122941,-23.840721,100000.,29.,5.75,-14.25,B2V:nn,-0.117,
34277,34367,53744,2669,,,,7.123577,28.176695,289.0173,-16.,6.47,-0.835,B9V,-0.081,
34297,34387,54079,2682,,,,7.130414,7.471214,182.4818,24.,5.74,-0.566,K0III:,1.176,
34338,34428,53899,2673,,,,7.13702,33.83239,191.2046,-3.,6.31,-0.097,K1,1.356,
34350,34440,54131,2684,,45    Gem,,7.139455,15.930675,98.912,-17.,5.47,.494,G8III,1.02,
34354,34444,54605,2693,,25Del CMa,Wezen,7.139857,-26.3932,492.6108,34.,1.83,-6.633,F8Ia,.671,
34372,34462,53925,2675,,,,7.143401,37.445095,294.9853,10.,6.19,-1.159,K1III,1.212,
34382,34473,55864,2735,,Gam1Vol,,7.145098,-70.497086,49.6524,-3.,5.68,2.2,F2,.436,
34389,34481,55865,2736,,Gam2Vol,,7.145788,-70.498932,42.8633,3.,3.78,.62,G8IIIvar,1.006,
34404,34495,54893,2702,,,,7.147519,-39.655659,223.2143,20.,4.83,-1.914,B3IV/V,-0.179,
34445,34536,54662,2694,,,,7.155625,-10.346565,632.9114,58.,6.23,-2.777,O6,-0.018,
34471,34561,54764,2699,,,,7.159268,-16.234509,684.9315,6.,6.,-3.178,B1Ib/II,.04,
34488,34579,54912,2704,,,,7.161951,-25.231033,564.9718,27.,5.69,-3.07,B2V,-0.158,
34516,34608,54563,2692,,,,7.168524,21.246984,45.8295,-15.,6.43,3.124,G9V,.88,
34525,34617,54958,2705,,,,7.169268,-18.685637,42.0875,33.,6.23,3.109,F3V,.419,
34530,34622,54810,2701,,20    Mon,,7.170467,-4.237106,62.1891,79.,4.91,.941,K0III,1.02,
34532,34624,55070,2708,,,,7.172034,-27.49152,216.4502,15.,5.46,-1.217,G8III,.998,
34578,34670,55526,2719,NN 3434,,,7.179858,-48.932098,96.8992,63.6,5.12,.188,K2III,1.251,
34601,34693,54719,2697,,46Tau Gem,,7.185659,30.245163,98.4252,22.,4.41,-0.556,K2III,1.261,
34629,34722,54801,2700,,47    Gem,,7.189741,26.856586,119.1895,39.,5.75,.369,A4IV,.13,
34631,34724,55057,2707,,21    Mon,,7.189893,-0.301928,87.184,30.,5.44,.738,F2V,.31,
34660,34752,54716,2696,,63    Aur,,7.194255,39.320549,148.8095,-27.,4.91,-0.953,K4II-III,1.451,
34665,34758,55344,2716,,,,7.19489,-20.883062,143.2665,18.,5.84,.059,A0IV/V,-0.038,
34675,34768,55111,2710,,,,7.197606,5.654703,168.3502,42.,6.07,-0.061,A1V,-0.016,
34677,34769,55185,2714,,22Del Mon,,7.197739,-0.492764,117.7856,15.,4.15,-1.205,A2V,-0.005,
34687,34780,56239,2754,,,,7.20055,-63.19006,147.7105,-0.5,6.03,.183,A0IV/V,-0.011,
34689,34782,55568,2720,,,,7.201137,-30.821365,47.5511,6.,6.1,2.714,A8III/IV,.273,
34696,34789,55184,2713,,,,7.202081,5.474347,196.0784,20.,6.15,-0.312,K0III,1.142,
34705,34798,55522,2718,,26    CMa,,7.203393,-25.942589,257.0694,22.,5.91,-1.14,B2IV/V,-0.17,
34709,34802,55719,2727,,,,7.204392,-40.49881,126.1034,17.,5.3,-0.204,A3p...,.072,
34724,34817,55718,2726,,,,7.207173,-36.54438,278.5515,17.,5.94,-1.285,B4V,-0.145,
34726,34819,55052,2706,,48    Gem,,7.207327,24.128593,109.7695,13.,5.85,.648,F5IV,.397,
34741,34834,55892,2740,Gl 268.1,,,7.20935,-46.759304,21.427,1.1,4.49,2.835,F0IV,.324,
34766,34860,55130,2711,,,,7.213635,27.224823,42.4809,-13.,6.46,3.319,F8V,.502,
34794,34888,55589,2723,,,,7.218665,-11.251341,202.4291,9.,5.77,-0.761,K0,1.508,
34805,34899,56022,2746,,,,7.220377,-45.182739,56.5291,4.,4.87,1.109,Ap,-0.003,
34815,34909,55383,2717,,51    Gem,,7.222854,16.158966,165.8375,-9.,5.07,-1.028,K3V,1.653,
34818,34912,54895,2703,,,,7.223166,51.428745,221.7295,-51.,5.46,-1.269,M3III,1.64,
34820,34914,55762,2730,,,,7.22334,-22.67424,245.098,-5.,5.99,-0.957,K4III,1.481,
34828,34922,56096,2748,,,,7.225637,-44.63974,64.0615,53.,4.42,.387,M5e,1.331,
34830,34924,55857,2734,,,,7.226792,-27.356359,100000.,43.,6.12,-13.88,B2II,-0.234,
34846,34940,55856,2733,,,,7.230107,-22.905779,436.6812,17.,6.34,-1.861,B2IV,-0.184,
34860,34954,55985,2743,,,,7.232594,-30.33979,529.1005,24.,6.32,-2.298,B2III,-0.183,
34862,34956,54070,2681,,,,7.232779,71.816582,129.8701,-68.,6.36,.792,K0,1.119,
34881,34975,55775,2731,,,,7.236347,-3.901779,396.8254,22.,5.8,-2.193,K5III,1.585,
34887,34981,56014,2745,,27    CMa,,7.237559,-26.352507,531.9149,16.3,4.42,-4.209,B3III,-0.17,
34888,34982,55832,2732,,,,7.237644,-9.947533,574.7126,43.,5.9,-2.897,K3III,1.528,
34893,34987,55751,2729,,,,7.238906,3.111414,227.2727,37.,5.36,-1.423,K0III,1.193,
34905,34999,55879,2739,,,,7.241181,-10.316245,869.5652,33.,6.02,-3.677,B0III,-0.173,
34911,35005,55730,2728,,,,7.242395,12.115824,90.2527,30.,5.71,.933,G6III,1.007,
34926,35020,56456,2762,,,,7.243928,-48.271927,115.4734,39.,4.75,-0.562,B8/B9V,-0.091,
34931,35025,55621,2725,,52    Gem,,7.244993,24.884983,92.081,47.,5.84,1.019,M1IIIvar,1.554,
34935,35029,56455,2761,,,,7.246117,-46.84967,142.4501,40.,5.72,-0.048,A0p,-0.109,
34943,35037,56139,2749,,28Ome CMa,,7.246849,-26.772667,279.3296,26.,4.01,-3.221,B2IV/Ve,-0.15,
34950,35044,56160,2750,,,,7.247546,-27.037996,83.3333,15.,5.58,.976,K3III,1.22,
34960,35054,56410,2759,,,,7.249209,-41.426395,167.7852,21.,5.95,-0.174,B4III/IV,-0.146,
34987,35080,56003,2744,,24    Mon,,7.255391,-0.161283,138.5042,-10.,6.42,.713,G5III,.901,
34990,35083,56342,2756,,,,7.255854,-30.686447,192.6782,33.,5.36,-1.064,B2V,-0.155,
34991,35084,56705,2767,,,,7.255901,-52.499226,128.041,39.,5.96,.423,K0V,1.099,
35027,35120,56031,2747,,,,7.260953,7.977742,166.3894,-9.,5.78,-0.326,M4III,1.537,
35034,35127,56207,2752,,,,7.262011,-10.583605,121.2121,-13.,5.95,.532,K0,1.173,
35039,35132,56341,2755,,,,7.263138,-23.74028,253.8071,34.,6.34,-0.683,A0V,-0.018,
35043,35136,55575,2721,GJ 1095,,,7.263925,47.239964,16.8919,85.2,5.54,4.402,G0V,.576,
35053,35146,55280,2715,,18    Lyn,,7.265267,59.637466,61.0128,24.,5.2,1.273,K2III,1.081,
35060,35152,55870,2738,,53    Gem,,7.26588,27.897419,235.8491,24.,5.75,-1.113,M1III,1.605,
35086,35180,56405,2758,Wo 9228,,,7.27071,-15.585689,82.5083,10.,5.46,.878,A1V,.079,
35087,35181,56813,2771,,,,7.270965,-46.774532,230.4147,20.,5.64,-1.173,K4III,1.441,
35107,35202,56733,2769,,,,7.275515,-38.318928,187.2659,45.,5.81,-0.552,B4V,-0.133,
35110,35205,56618,2766,,,,7.276387,-27.88118,124.2236,42.,4.66,-0.811,M2III,1.589,
35115,35210,56577,2764,,,,7.276898,-23.315594,434.7826,28.,4.83,-3.361,K4III,1.601,
35118,35213,56578,,,,,7.277322,-23.31094,92.9368,36.9,6.02,1.179,A5m...,.317,
35131,35226,56779,2770,,,,7.280392,-36.592632,230.9469,9.,5.03,-1.788,B3V,-0.161,
35132,35228,57623,2803,,Del Vol,,7.280508,-67.957153,226.2443,23.,3.97,-2.803,F6II,.76,
35147,35241,56731,2768,,,,7.28256,-30.897013,132.2751,-5.,6.3,.693,A9II,.2,
35158,35253,56176,,,,,7.284277,26.689486,77.2201,-5.1,6.38,1.941,G7IV,.883,
35169,35264,56855,2773,,Pi  Pup,,7.285711,-37.097469,247.5248,16.,2.71,-4.258,K3Ib,1.616,
35205,35301,56614,2765,,,,7.292129,-6.679997,302.1148,9.,6.29,-1.111,K2,1.624,
35208,35304,55866,2737,,,,7.2927,52.131069,183.4862,-7.,5.93,-0.388,K1III:,1.259,
35220,35317,56171,,,,,7.29518,38.876266,147.2754,27.8,6.48,.639,K0,.995,
35229,35326,56876,2774,,,,7.29667,-26.797556,296.7359,15.,6.45,-0.912,B5Vn,-0.153,
35244,35341,56221,2753,,64    Aur,,7.300616,40.883392,85.2515,-10.,5.87,1.216,A5Vn,.181,
35249,35345,56386,2757,,,,7.301136,30.955872,181.1594,27.,6.19,-0.1,A0Vn,-0.024,
35250,35347,57197,2789,,,,7.301181,-43.986786,181.4882,13.,5.86,-0.434,B8II/III,-0.117,
35253,35350,56537,2763,Wo 9231A,54Lam Gem,,7.30155,16.540382,30.931,-9.2,3.58,1.128,A3V...,.106,
35266,35363,57150,2787,,,,7.30511,-36.733963,246.3054,19.,4.65,-2.307,B2V+...,-0.099,
35287,35384,56169,2751,,,,7.308883,49.464756,106.9519,-12.,5.,-0.146,A4IIIn,.087,
35295,35393,57240,2791,,,,7.309309,-39.210285,141.844,32.,5.24,-0.519,A0V,.026,
35309,35406,57219,2790,,,,7.310607,-36.742737,232.0186,18.,5.11,-1.718,A0V,-0.17,
35315,35412,57060,2781,,29    CMa,,7.311216,-24.558701,584.7953,-11.,4.88,-3.955,O7f,-0.16,
35317,35415,57061,2782,,30Tau CMa,,7.311802,-24.954374,917.4312,40.,4.37,-5.443,O9Ib,-0.132,
35330,35427,57146,2786,,,,7.314243,-26.585854,384.6154,32.,5.29,-2.635,G2II,.956,
35345,35442,57118,2785,,,,7.3172,-19.280304,100000.,62.,6.06,-13.94,F2Ia,.612,
35366,35463,57299,2794,,,,7.320469,-33.727165,225.2252,-2.,6.31,-0.453,K2/K3III,1.302,
35379,35476,56989,2778,,,,7.322881,2.740694,195.3125,24.,5.9,-0.554,G9III,1.069,
35390,35487,57167,2788,,,,7.324494,-16.395245,42.7716,-39.,5.7,2.544,F2III/IV,.346,
35412,35509,57006,2779,,,,7.329901,7.142947,53.3049,22.,5.91,2.276,F8V,.537,
35451,35548,57049,2780,,,,7.335234,15.142928,208.7683,13.,6.45,-0.148,A2Vn,.009,
35453,35550,56986,2777,Gl 271A,55Del Gem,,7.335383,21.982321,18.5391,-15.3,3.5,2.16,F0IV...,.374,
35467,35564,57852,2813,,,,7.339288,-52.311523,31.7158,22.,5.5,2.994,F2,.483,
35490,35589,57917,2815,,,,7.344114,-52.085922,147.2754,18.,5.38,-0.461,B9V,-0.069,
35513,35611,57593,2800,,,,7.348588,-26.963839,763.3588,18.,6.,-3.414,B3V,-0.172,
35517,35615,57478,2796,,,,7.349524,-14.360489,184.8429,13.,5.59,-0.744,G8/K0III,.971,
35525,35623,56941,2775,,,,7.350862,42.655914,215.0538,46.,6.33,-0.333,K0,1.404,
35528,35626,57615,2802,,,,7.351204,-25.891644,196.0784,23.,5.87,-0.592,M3III,1.604,
35545,35643,56963,2776,,,,7.354864,45.228199,35.4862,25.,5.74,2.99,A7s,.342,
35601,35699,57423,2795,,56    Gem,,7.365795,20.443659,135.8696,4.,5.09,-0.576,M0III,1.528,
35609,35707,57682,2806,,,,7.367237,-8.979377,100000.,23.,6.42,-13.58,O9V,-0.189,
35611,35710,57264,2793,,65    Aur,,7.367397,36.760586,72.3589,23.,5.12,.823,K0III,1.082,
35614,35712,57608,2801,,,,7.367633,.177121,500.,-10.,5.99,-2.505,B8III,-0.069,
35627,35725,57263,2792,,,,7.370392,38.995945,191.5709,3.,6.4,-0.012,K0,1.217,
35628,35727,57821,2812,,,,7.370425,-19.0166,147.4926,27.,4.94,-0.904,B5II/III,-0.039,
35637,35735,56820,2772,,47    Cam,,7.37144,59.901997,73.8007,7.,6.36,2.02,A8m,.282,
35639,35737,57708,2807,,,,7.371831,-2.979175,161.2903,-15.,6.23,.192,F5,.686,
35651,35749,57749,2811,,,,7.373719,-5.982829,229.3578,11.,5.83,-0.973,F3IV,.352,
35653,35751,57707,,,,,7.374533,.700831,71.3776,0,6.43,2.162,G5,.995,
35686,35785,57103,2784,,19    Lyn,,7.381127,55.281391,100000.,5.,5.8,-14.2,B8V,-0.078,
35697,35795,58155,2819,,,,7.383527,-31.92378,406.5041,24.,5.4,-2.645,B3V,-0.161,
35744,35842,57744,2810,,58    Gem,,7.39115,22.945349,87.6424,15.,6.17,1.456,A1V,.006,
35749,35846,57727,2808,,57    Gem,,7.391254,25.050531,48.7329,6.,5.04,1.601,G8III,.902,
35750,35848,58215,2822,,,,7.391386,-27.834293,189.0359,48.,5.37,-1.013,K4III,1.539,
35757,35855,58286,2823,,,,7.392193,-32.202068,340.1361,21.,5.41,-2.248,B2/B3II/III,-0.169,
35795,35893,58420,2829,,,,7.399538,-35.837826,198.8072,28.,6.32,-0.172,B5V,-0.136,
35806,35904,58350,2827,,31Eta CMa,Aludra,7.401584,-29.303104,609.7561,41.,2.45,-6.476,B5Ia,-0.083,
35809,35907,57669,2805,,66    Aur,,7.402352,40.67239,370.3704,21.,5.23,-2.613,K0III,1.249,
35822,35920,58346,2826,,,,7.404787,-22.912758,176.6784,32.,6.2,-0.036,B8/B9V,-0.088,
35835,35933,58050,2817,,,,7.40768,15.517195,970.8738,37.,6.47,-3.466,B2Ve,-0.19,
35843,35941,57927,2816,,59    Gem,,7.409292,27.637857,57.4053,-5.,5.77,1.975,F0:III:,.368,
35848,35946,59640,,,,,7.410311,-71.470657,82.3723,0,6.49,1.911,A3V,.12,
35853,35951,58343,2825,,,,7.411163,-16.201473,287.3563,2.,5.18,-2.112,B2Vne,-0.035,
35859,35957,58535,2834,,,,7.412182,-31.808905,202.4291,20.,5.35,-1.181,K1III,1.071,
35863,35960,58634,2842,,,,7.413155,-37.291191,206.1856,26.,6.14,-0.431,A8V,.261,
35876,35975,58439,2831,,,,7.414134,-19.01228,714.2857,70.,6.24,-3.029,A2Ib/II,.291,
35884,35984,57646,2804,,,,7.415857,51.887257,317.4603,18.,5.8,-1.708,K5III,1.61,
35888,35987,58187,2820,,1    CMi,,7.416161,11.669524,96.9932,-1.,5.37,.436,A5IV,.105,
