id,hip,hd,hr,gl,bf,proper,ra,dec,dist,rv,mag,absmag,spect,ci
87877,88149,164284,6712,,66    Oph,,18.004389,4.368615,199.6008,-13.,4.79,-1.711,B2Ve,-0.1,
87899,88172,164447,6720,,,,18.007683,19.505787,346.0208,-29.,6.42,-1.276,B8Vn,-0.054,
87902,88175,164259,6710,Gl 699.2,57Zet Ser,,18.008059,-3.690269,23.5516,-42.9,4.62,2.76,F3V,.39,
87917,88190,164614,6726,,,,18.010103,33.21368,256.4103,-16.,6.01,-1.035,K6III,1.516,
87920,88192,164353,6714,,67    Oph,,18.010754,2.931568,377.3585,-4.,3.93,-3.954,B5Ib,.029,
87940,88213,164432,6719,,,,18.014683,6.268294,480.7692,-14.,6.36,-2.05,B2IV,-0.104,
87944,88217,164507,6722,,,,18.015909,15.09355,44.5633,4.,6.28,3.035,G5IV,.747,
87984,88258,164358,6715,,6    Sgr,,18.023088,-17.156868,806.4516,-22.,6.27,-3.263,K2III,1.763,
87994,88267,164668,6729,,95    Her,,18.025112,21.595781,127.8772,-31.,4.26,-1.274,G5,.406,
88001,88274,159517,6552,,,,18.026169,-85.214828,67.5676,-23.,6.45,2.301,F4V,.437,
88004,88277,164824,6737,,,,18.02664,33.311268,431.0345,-10.,6.18,-1.993,K5III,1.549,
88018,88290,164577,6723,,68    Oph,,18.029222,1.305076,89.6861,6.,4.42,-0.344,A2Vn,.046,
88021,88294,164245,6708,,,,18.030083,-36.377865,202.0202,14.,6.3,-0.227,B7/B8II/III,-0.016,
88025,88298,164402,6716,,,,18.031773,-22.780298,100000.,-13.,5.72,-14.28,B0Iab...,-0.03,
88057,88331,164852,6738,,96    Her,,18.039736,20.833632,288.1844,-15.,5.25,-2.048,B3IV,-0.1,
88073,88346,164900,6741,,97    Her,,18.04171,22.923229,233.6449,-36.,6.22,-0.623,B3Vn,-0.092,
88107,88380,164584,6724,,7    Sgr,,18.047527,-24.282469,331.1258,-12.,5.37,-2.23,F2/F3II/III,.495,
88131,88404,164764,6733,Gl 700.1B,69Tau Oph,,18.051367,-8.180349,51.3347,-35.1,4.77,1.218,F5V+...,.41,
88142,88415,165358,6753,,,,18.052467,48.464268,164.7446,-13.,6.26,.176,A2V,.037,
88156,88429,165029,6744,,,,18.054045,19.613157,116.8224,-32.,6.41,1.072,A0V,.017,
88195,88469,164794,6736,,9    Sgr,,18.064568,-24.360729,100000.,9.,5.89,-14.11,O6,.031,
88248,88522,165174,6747,,,,18.077044,1.918992,100000.,17.,6.14,-13.86,B0IIIn,-0.056,
88254,88528,165373,6754,,,,18.077835,23.941999,61.5764,-33.,6.34,2.393,F0IV-V,.306,
88276,88550,164870,6739,,,,18.080662,-35.901443,105.5966,-16.,5.98,.862,K2III,1.16,
88291,88565,165645,6767,,,,18.083555,41.946289,54.7046,-20.,6.38,2.69,F0V,.287,
88293,88567,164975,6742,,Gam1Sgr,,18.083673,-29.580088,266.6667,-28.,4.66,-2.47,G0Ib/II,.774,
88326,88599,162337,6646,,,,18.090767,-81.486565,251.8892,-3.,6.37,-0.636,K3/K4III,1.528,
88327,88601,165341,6752,Gl 702A,70    Oph,,18.090914,2.500099,5.0834,-6.9,4.03,5.499,K0V SB,.86,
88330,88604,165524,6763,,,,18.091705,21.646624,145.3488,-35.,6.18,.368,K3III:,1.241,
88361,88635,165135,6746,,10Gam2Sgr,Nash,18.096804,-30.424091,29.7,22.,2.98,.616,K0III,.981,
88362,88636,165683,6768,,,,18.097115,32.230675,212.3142,1.,5.72,-0.915,K0III,1.179,
88382,88657,165625,6765,,98    Her,,18.100529,22.21888,226.2443,-20.,4.96,-1.813,M3IIIa+...,1.656,
88395,88670,165402,6755,,,,18.102055,-8.323956,158.7302,-23.,5.84,-0.163,B8III-IV,.184,
88396,88671,165462,6757,,,,18.102062,-0.446128,215.0538,-9.,6.32,-0.343,G8IIp,1.014,
88399,88675,164896,,,,,18.10256,-51.743904,826.4463,0,6.46,-3.126,A2III,.172,
88409,88684,165438,6756,,,,18.104221,-4.751252,36.7647,-19.,5.74,2.913,K1IV,.968,
88419,88694,165185,6748,Gl 702.1,,,18.106585,-36.019787,17.5531,13.2,5.94,4.718,G3V,.615,
88439,88714,165024,6743,,The Ara,,18.110519,-50.091476,249.3766,3.,3.65,-3.334,B2Ib,-0.101,
88451,88726,165189,6749,,,,18.113857,-43.425217,41.841,-6.,4.92,1.812,A5V,.255,
88457,88732,166207,6790,,,,18.114855,50.822823,127.7139,-57.,6.31,.779,K0III,1.051,
88469,88745,165908,6775,Gl 704A,99    Her,,18.117098,30.56214,15.6421,1.6,5.05,4.079,F7V,.528,
88478,88754,166228,6792,,,,18.118416,49.710442,221.2389,-21.,6.32,-0.404,A2V,-0.02,
88483,88760,165516,6762,,,,18.11982,-21.443937,719.4245,-9.,6.22,-3.065,B1/B2Ib,.102,
88488,88765,165760,6770,,71    Oph,,18.121767,8.733867,83.612,-3.,4.64,.029,G8III-IV,.951,
88494,88771,165777,6771,Wo 9615A,72    Oph,,18.122496,9.563847,26.6312,-23.9,3.71,1.583,A4IVs,.159,
88512,88788,166208,6791,,,,18.124649,43.461891,125.6281,-16.,5.,-0.495,G8III...,.913,
88517,88794,166014,6779,,103Omi Her,,18.125708,28.762487,103.6269,-30.,3.84,-1.237,B9.5V,-0.018,
88538,88815,164871,6740,,,,18.130102,-64.550179,152.6718,-22.,6.4,.481,K2/K3III,1.266,
88539,88816,165687,6769,,,,18.130095,-17.15416,77.101,-32.,5.52,1.085,K0III,1.132,
88540,88817,166046,6782,,100    Her,,18.130417,26.09734,38.5802,-16.,5.79,2.858,A3V,.127,
88541,88818,166045,6781,,100    Her,,18.130434,26.10128,49.6032,-17.,5.83,2.352,A3V,.158,
88559,88836,166229,6793,,,,18.133959,36.401264,63.6132,-7.,5.49,1.472,K2III,1.161,
88562,88839,165634,6766,,,,18.134716,-28.457092,103.9501,-5.,4.55,-0.534,K0IIICNpvar,.938,
88582,88859,165493,6759,,,,18.141697,-45.767014,271.7391,-35.,6.13,-1.041,B7/B8II,-0.082,
88585,88862,166095,6784,,,,18.142704,14.284716,156.4945,-9.,6.34,.368,A5m,.181,
88589,88866,165040,6745,,Pi  Pav,,18.143,-63.668552,39.8565,-16.,4.33,1.328,Am,.228,
88599,88876,165784,,,,,18.144053,-21.449562,444.4444,-16.,6.42,-1.819,A2/A3Iab,.755,
88610,88886,166182,6787,,102    Her,,18.145969,20.814556,280.8989,-15.,4.37,-2.873,B2IV,-0.164,
88621,88899,166230,6794,,101    Her,,18.148018,20.045233,100.8065,-16.,5.1,.083,A8III,.176,
88652,88929,166411,6799,,,,18.15284,30.46953,123.4568,-80.,6.36,.902,K1III:,1.194,
88687,88964,166233,6795,,73    Oph,,18.159414,3.993276,54.7945,-17.,5.71,2.016,F2V,.363,
88694,88972,166620,6806,Gl 706,,,18.160408,38.457775,11.0241,-19.1,6.38,6.168,K2V,.876,
88704,88981,166103,6785,,,,18.16205,-13.934435,253.1646,-20.,6.38,-0.637,K1II,1.428,
88723,89000,166285,6797,,,,18.165005,3.119827,46.9263,-14.,5.67,2.313,F5V,.49,
88729,89006,165497,6760,,,,18.165993,-59.04018,200.,-10.,6.38,-0.125,K4III,1.553,
88731,89008,166640,6807,,,,18.166388,36.466286,120.7729,-26.,5.57,.16,G8III,.915,
88733,89010,165978,6777,,,,18.166656,-32.719635,107.7586,10.,6.39,1.228,K0III,1.025,
88745,89020,166023,6780,,,,18.168282,-30.728666,137.741,-22.,5.53,-0.165,K1III + (F),.979,
88746,89023,166479,6803,,,,18.16909,16.476589,263.8522,-13.,6.09,-1.017,B9V+...,.574,
88765,89042,165499,6761,Gl 705.1,Iot Pav,,18.173948,-62.002197,17.6118,29.7,5.47,4.241,G0V,.592,
88770,89047,167042,6817,,,,18.175444,54.286552,50.226,-16.,5.97,2.465,K1III,.943,
88788,89065,166460,6800,,,,18.17786,3.324256,123.6094,10.,5.5,.04,K2III,1.204,
88809,89086,166197,6788,,,,18.182041,-33.800072,100000.,-25.,6.13,-13.87,B2II/III,-0.137,
88819,89096,166006,6778,,,,18.184557,-47.513123,173.913,-15.,6.07,-0.132,K1III-IV,1.193,
88822,89099,166114,6786,,,,18.184875,-41.359112,82.713,-4.,5.86,1.272,F0Vn,.295,
88835,89112,166063,6783,,Eps Tel,,18.187157,-45.954418,128.2051,-26.,4.52,-1.02,G5III,1.009,
88836,89114,166393,6798,,,,18.187441,-19.841957,101.5228,-32.,6.33,1.297,A2V,.158,
88838,89115,164712,6731,,,,18.187714,-75.89151,75.3012,15.,5.86,1.476,K3III,1.253,
88876,89153,166464,6801,,11    Sgr,,18.19537,-23.701235,78.4929,4.,4.96,.486,K0III,1.055,
88879,89156,166988,6814,,,,18.195866,33.447056,237.5297,-19.,5.98,-0.899,A3V,.045,
88895,89172,167006,6815,,104    Her,,18.198378,31.40535,166.9449,-0.3,4.96,-1.153,M3III,1.643,
88957,89234,165259,6751,,,,18.209482,-73.672417,42.1408,13.,5.86,2.736,F5V,.464,
88969,89246,167304,6824,,,,18.211838,41.146839,164.7446,-48.,6.36,.276,K0III,1.038,
89002,89279,167370,6826,,,,18.218004,38.773495,203.252,-9.,6.04,-0.5,B9IIIn,-0.057,
89013,89290,166596,6804,,,,18.220194,-41.336109,357.1429,-15.,5.47,-2.294,B2.5III,-0.155,
89021,89298,167193,6820,,,,18.221268,21.880333,377.3585,-66.,6.14,-1.744,K4III,1.472,
89064,89341,166937,6812,,13Mu  Sgr,,18.229391,-21.058834,100000.,-6.,3.84,-16.16,B2III:,.195,
89070,89347,167162,,,,,18.231173,2.393465,286.533,0,6.43,-0.856,K2,1.545,
89071,89348,168151,6850,Gl 708.1,36    Dra,,18.231544,64.397285,22.92,-36.1,4.99,3.189,F5V,.44,
89092,89369,167036,6816,,14    Sgr,,18.237749,-21.713163,138.8889,-59.,5.49,-0.223,K2III,1.528,
89093,89370,166251,6796,,,,18.237871,-63.689682,167.7852,-44.,6.47,.346,K4III,1.414,
89161,89439,167264,6822,,15    Sgr,,18.253586,-20.72827,100000.,-6.,5.29,-14.71,B0/1Ia/ab,.007,
89162,89440,167263,6823,,16    Sgr,,18.253603,-20.387974,100000.,-5.,5.96,-14.04,B0.5Ib/II,-0.023,
89170,89448,168653,6865,,37    Dra,,18.25474,68.755814,84.674,-10.,5.96,1.321,K1III:,1.055,
89193,89470,167356,6825,,,,18.258547,-18.661577,436.6812,2.,6.05,-2.151,Ap Si,.165,
89196,89474,168009,6847,Gl 708.4,,,18.259024,45.209316,22.8206,-64.9,6.3,4.508,G2V,.641,
89204,89482,167965,6845,,,,18.260773,42.159344,181.4882,-21.,5.56,-0.734,B7IV,-0.111,
89209,89487,166599,6805,,,,18.26129,-63.055367,90.3342,-7.,5.58,.801,K0III/IV,.944,
89228,89507,167096,6818,,,,18.264843,-44.206463,92.081,-27.,5.45,.629,G8/K0III,.962,
89234,89512,167564,6830,,,,18.266092,-3.617992,134.7709,-22.,6.35,.702,A4V,.201,
89248,89527,167654,6834,,,,18.268213,2.377517,236.9668,22.,6.1,-0.773,M4III,1.55,
89309,89587,167768,6840,,,,18.281418,-3.007401,103.4126,2.,5.99,.917,G3III,.89,
89319,89597,167257,6821,,,,18.283588,-51.068272,121.8027,-5.,6.06,.632,B9V,-0.046,
89325,89604,168322,6853,,,,18.285234,40.936726,122.6994,-73.,6.12,.676,G9III,.977,
89327,89605,167128,6819,,,,18.285425,-56.02335,233.1002,15.,5.36,-1.478,B3IIIpe,-0.05,
89331,89609,167720,6838,,,,18.286564,-17.373886,299.4012,-7.,5.81,-1.571,K2III,1.569,
89343,89620,167665,6836,,,,18.289928,-28.288975,30.4878,7.,6.36,3.939,F8V,.536,
89344,89622,167666,6835,,,,18.290024,-28.652065,172.117,-34.,6.18,.001,A5V,.184,
89345,89623,167833,6843,,,,18.290045,-9.758578,132.626,-14.,6.29,.677,A8V,.382,
89359,89637,167647,6833,,,,18.293402,-34.107258,341.2969,10.,6.03,-1.636,B3/B4IV/V,-0.096,
89364,89642,167618,6832,,Eta Sgr,,18.293793,-36.761684,44.7427,1.,3.1,-0.154,M2III,1.582,
89396,89674,166841,6808,,,,18.300266,-68.229256,186.9159,22.,6.32,-0.038,B9V,-0.026,
89399,89677,168199,6851,,,,18.300817,13.777038,469.4836,-21.,6.29,-2.068,B5V,-0.04,
89400,89678,167818,6842,,,,18.300886,-27.042641,233.6449,-17.,4.66,-2.183,K3III,1.629,
89405,89684,168270,6852,,,,18.302143,18.131691,202.4291,-27.,6.24,-0.291,B9V,-0.004,
89406,89683,168323,6854,,,,18.302147,23.296907,497.5124,3.,6.45,-2.034,K5,1.698,
89448,89726,167756,6839,,,,18.311155,-42.288399,100000.,-25.,6.3,-13.7,B0.5Ia,-0.144,
89494,89772,168387,6857,,,,18.319317,7.259767,46.7946,-8.,5.41,2.059,K2III,1.084,
89495,89773,168532,6860,,105    Her,,18.319633,24.446058,298.5075,-14.,5.3,-2.075,K4II SB,1.508,
89527,89805,167425,6828,,,,18.327806,-63.886562,23.0468,0,6.17,4.357,F9V,.584,
89548,89826,168775,6872,,1Kap Lyr,,18.331032,36.064548,77.1605,-22.,4.33,-0.107,K2IIIvar,1.162,
89549,89827,168694,6867,,,,18.331131,29.666391,183.1502,-36.,6.01,-0.304,K4III,1.319,
89557,89835,169028,6880,,,,18.332243,51.347824,121.5067,-10.,6.3,.877,K1III:,1.112,
89573,89851,168415,6858,,,,18.335775,-15.831697,159.7444,31.,5.39,-0.627,K3III,1.473,
89583,89861,168720,6868,,106    Her,,18.338308,21.961296,120.1923,-33.,4.92,-0.479,M1III,1.594,
89630,89908,170000,6920,,43Phi Dra,,18.345955,71.337814,92.8505,-16.,4.22,-0.619,A0p (Si),-0.093,
89640,89918,168656,6866,,74    Oph,,18.347795,3.377165,79.8722,5.,4.85,.338,G8III,.911,
89642,89920,168357,6856,,,,18.348663,-37.487648,490.1961,2.,6.46,-1.992,K2II,1.315,
89648,89925,168913,6876,,108    Her,,18.349157,29.858925,56.1798,-20.,5.61,1.862,A5m,.231,
89653,89931,168454,6859,,19Del Sgr,Kaus Meridionalis,18.349899,-29.828102,106.6098,-20.,2.72,-2.419,K3III,1.38,
89657,89935,168914,6877,,107    Her,,18.350283,28.869953,80.6452,-30.,5.12,.587,A7V,.212,
89660,89937,170153,6927,Gl 713A,44Chi Dra,,18.350737,72.732841,8.0574,32.,3.55,4.019,F7Vvar,.489,
89665,89943,169221,6886,,,,18.351986,49.725468,170.9402,-17.,6.39,.226,K1III,1.086,
89684,89962,168723,6869,Gl 711,58Eta Ser,,18.355167,-2.898825,18.5426,6.9,3.23,1.889,K0III-IV,.941,
89690,89968,168608,6863,,,,18.356384,-18.859999,378.7879,-3.,5.76,-2.132,F8II,.67,
89699,89977,168797,6873,,,,18.357889,5.435726,324.6753,-18.,6.14,-1.417,B3Ve,-0.048,
89702,89980,168574,6861,,,,18.358713,-24.915276,326.7974,3.,6.19,-1.381,M3III,1.823,
89703,89981,169305,6891,,,,18.359076,49.121593,198.8072,14.,5.02,-1.472,M2III,1.619,
89734,90012,168646,6864,,,,18.366705,-28.429962,165.0165,-12.,6.15,.062,A3III,.264,
89745,90023,169110,6882,,,,18.369083,23.285175,199.6008,-58.,5.41,-1.091,K5III,1.633,
89759,90037,168592,6862,,,,18.371828,-38.656895,148.5884,18.,5.09,-0.77,K4/K5III,1.498,
89774,90052,169111,6883,,,,18.376476,12.02968,134.7709,-55.,5.99,.342,A2V,.056,
89788,90067,169191,6885,,,,18.380287,17.826616,111.2347,-19.,5.25,.019,K3III,1.25,
89795,90074,168733,6870,,,,18.381411,-36.669556,170.6485,-12.,5.33,-0.831,B7Ib/II,-0.121,
89804,90083,169009,6878,,,,18.383919,-10.218983,102.5641,-24.,6.32,1.265,B9.5V,.13,
89807,90086,169223,6887,,,,18.384148,16.688,116.4144,15.,6.22,.89,K0,1.216,
89817,90096,169033,6881,,,,18.386711,-12.014755,188.6792,-11.,5.71,-0.669,B5V,.006,
89819,90098,168339,6855,,Xi  Pav,,18.387117,-61.4939,143.6782,12.,4.35,-1.437,M1III SB,1.462,
89845,90124,168838,6874,,,,18.39134,-36.237988,87.8735,-6.,5.52,.801,K0III,1.015,
89854,90133,167468,6829,,Phi Oct,,18.393456,-75.044273,59.4884,5.,5.47,1.598,A0V,.043,
89856,90135,169156,6884,,Zet Sct,,18.394329,-8.934383,63.3714,-6.,4.66,.651,K0III,.932,
89860,90139,169414,6895,,109    Her,,18.394966,21.769753,36.4697,-58.,3.85,1.04,K2III,1.168,
89867,90146,169885,6911,,,,18.396658,53.300838,101.1122,-4.,6.35,1.326,A3m,.168,
89877,90156,170073,6923,,39    Dra,,18.398506,58.800735,56.4653,-15.,4.98,1.221,A3V,.082,
89884,90163,169646,6901,,,,18.399244,38.739208,287.3563,-40.,6.41,-0.882,K2,1.429,
89895,90174,169268,6890,,,,18.400997,-3.583157,61.9195,-17.,6.36,2.401,F6III-IV,.351,
89903,90182,172864,7025,,,,18.402554,83.1754,150.3759,-11.,6.16,.274,A2V,.051,
89906,90185,169022,6879,,20Eps Sgr,Kaus Australis,18.402868,-34.384617,43.9367,-15.,1.79,-1.424,B9.5III,-0.031,
89912,90191,169702,6903,,2Mu  Lyr,,18.40383,39.50724,134.5895,-24.,5.11,-0.535,A3IVn,.047,
89921,90200,168905,6875,,,,18.405067,-44.110256,149.4768,0,5.24,-0.633,B2.5Vn,-0.163,
89944,90223,168871,,,,,18.409203,-49.652878,28.2805,30.7,6.45,4.193,G2V,.593,
89959,90238,169370,6892,,,,18.411701,-7.075936,95.057,-25.,6.28,1.39,K0,1.161,
89974,90253,169493,6898,,,,18.415892,-1.579413,133.5113,-10.,6.15,.522,F1V,.381,
89977,90256,169718,6904,,,,18.416239,27.394783,117.5088,-29.,6.27,.92,A2Vn,.053,
89981,90260,169233,6888,,18    Sgr,,18.417067,-30.756571,196.0784,-19.,5.58,-0.882,K0III,1.138,
90010,90289,169420,6896,,21    Sgr,,18.42251,-20.541679,125.7862,-12.,4.81,-0.688,A1/A2V,1.31,
90011,90290,169236,6889,,,,18.422688,-35.992023,118.2033,4.,6.14,.777,K0III,1.006,
90025,90304,168740,6871,,,,18.425453,-63.021534,71.1744,-21.,6.13,1.868,A3V,.202,
90034,90313,169689,6902,,,,18.427444,8.032006,241.5459,-8.,5.64,-1.275,G8III-IV+..,.884,
90057,90336,169398,6893,,,,18.431835,-33.945717,272.4796,-6.,6.3,-0.877,B7III,-0.075,
90058,90337,169820,6906,,,,18.432009,14.966232,117.9245,-21.,6.37,1.012,B9V,-0.037,
90063,90342,169981,6917,,,,18.432997,29.82893,124.2236,9.,5.81,.339,A2IV,.068,
90065,90344,170693,6945,,42    Dra,,18.433069,65.563477,96.5251,32.,4.82,-0.103,K2III,1.179,
90135,90414,169405,6894,,,,18.448336,-48.117245,152.6718,4.,5.44,-0.479,K0/K1III+..,.855,
90143,90422,169467,6897,,Alp Tel,,18.44956,-45.96846,85.1789,-0.2,3.49,-1.162,B3IV,-0.179,
90162,90441,169985,6918,,59    Ser,,18.453476,.196108,143.8849,-23.,5.2,-0.59,G0III+...,.487,
90197,90476,170811,6949,,,,18.4617,59.54911,122.1001,-10.,6.43,.996,K0IV,.979,
90199,90478,169851,6909,,,,18.462154,-26.634846,78.125,-29.,6.31,1.846,A7V,.263,
90206,90485,169830,6907,,,,18.463745,-29.816866,36.6032,-17.,5.9,3.082,F8V,.517,
90208,90487,170137,6925,,,,18.463978,3.74857,362.3188,-19.,6.07,-1.725,K3III,1.61,
90215,90494,169990,6919,,,,18.465689,-17.800358,185.8736,-35.,6.19,-0.156,B8III/IV,.003,
90217,90496,169916,6913,Gl 713.1,22Lam Sgr,Kaus Borealis,18.466179,-25.4217,23.9693,-43.2,2.82,.922,K1IIIb,1.025,
90218,90497,170200,6928,,,,18.466326,6.194104,216.9197,-12.,5.71,-0.971,B8III-IV,-0.034,
90229,90510,169938,6914,,,,18.46838,-26.757244,80.3859,-30.,6.28,1.754,A3/A4V,.157,
90232,90509,165338,,,,,18.468431,-84.387253,213.2196,-4.1,6.49,-0.154,B8/B9V,-0.035,
90261,90541,169853,6910,,,,18.474197,-38.99567,126.1034,-21.,5.63,.126,A2m...,.14,
90288,90568,169767,6905,,Zet Tel,,18.480505,-49.070587,38.6997,-31.,4.1,1.161,G8/K0III,.995,
90315,90595,170296,6930,,Gam Sct,,18.486626,-14.565813,97.9432,-41.,4.67,-0.285,A1IV/V,.076,
90317,90597,169943,6915,,,,18.48691,-43.84594,132.2751,-9.,6.36,.753,G8III,.904,
90326,90606,167714,6837,,,,18.488892,-80.232712,119.0476,-14.,5.95,.571,K2III,1.173,
90357,90637,170650,6943,,,,18.493254,23.866201,375.9398,-17.,5.87,-2.006,B6IV,-0.096,
90362,90642,170474,6935,,60    Ser,,18.494717,-1.985308,70.4225,28.,5.38,1.141,K0III,.961,
90367,90647,172340,7006,,,,18.495823,77.547066,125.3133,1.,5.65,.16,K4III,1.192,
90371,90651,170397,6932,,,,18.496323,-14.581987,104.8218,-16.,6.02,.918,Ap,.006,
90382,90662,170069,6922,,,,18.498871,-47.220547,198.0198,-18.,5.69,-0.794,K2III,1.258,
90384,90664,169836,6908,,,,18.499086,-57.523144,97.561,-0.5,5.74,.794,K0III,.987,
90406,90687,170433,6933,,,,18.503296,-18.728794,90.1713,-1.,5.63,.855,K0III,1.057,
90410,90692,170547,6940,,,,18.503971,-5.724169,140.4494,27.,6.27,.532,G8II-III,.953,
90447,90729,170829,6950,,,,18.51157,20.815046,34.5781,-59.,6.49,3.796,G8IV,.795,
90477,90759,170384,6931,,,,18.517487,-41.913834,67.8426,-14.,6.02,1.862,A3V,.138,
90480,90762,170878,6955,,,,18.517902,16.928556,133.5113,-9.,5.76,.132,A2V,.053,
90481,90763,170479,6936,,,,18.518011,-32.989113,88.8889,9.,5.37,.626,A5V,.182,
90515,90797,169978,6916,,Nu  Pav,,18.522896,-62.278301,134.5895,59.,4.63,-1.015,B8III,-0.116,
90522,90804,170740,6946,,,,18.523804,-10.795836,330.033,-15.,5.77,-1.823,B2V,.379,
90524,90806,170680,6944,,,,18.523972,-18.402697,68.3995,-37.,5.12,.945,B9/B9.5V,.016,
90548,90830,170465,6934,,Del1Tel,,18.529287,-45.914814,216.9197,7.,4.92,-1.761,B6IV,-0.101,
90559,90842,170521,6937,,,,18.532284,-43.507381,337.8378,7.,5.71,-1.934,K2III,1.322,
90562,90844,170920,6957,,61    Ser,,18.532497,-1.002977,188.3239,-27.,5.93,-0.445,A4III,.17,
90571,90853,170523,6938,,Del2Tel,,18.533875,-45.757381,366.3004,8.,5.07,-2.749,B3III,-0.127,
90576,90858,170973,6958,,,,18.535248,3.659603,303.9514,-8.,6.41,-1.004,A0sp...,-0.025,
90602,90884,170902,6956,,,,18.53907,-14.644268,82.1693,-38.,6.36,1.786,A4/A5IV/V,.217,
90605,90887,170642,6942,,,,18.539257,-39.704002,70.2741,-6.,5.16,.926,A3V,.079,
90623,90905,171635,6978,,45    Dra,,18.542923,57.045601,649.3506,-12.,4.77,-4.292,F7Ib,.611,
90631,90913,170975,6959,,,,18.545366,-14.865662,884.9558,5.,5.47,-4.265,K3Iab,1.998,
90633,90915,171245,6966,,,,18.546154,23.6168,230.9469,-4.,5.88,-0.938,K5III,1.49,
90640,90923,171301,6968,,,,18.547211,30.554209,109.6491,-10.,5.47,.27,B8IV,-0.077,
90648,90930,169570,6899,,,,18.548704,-73.965599,108.8139,-25.,5.88,.697,K0III,.992,
90654,90936,170773,6948,,,,18.550249,-39.892021,36.9822,-16.,6.22,3.38,F5V,.429,
90685,90967,171149,6963,,,,18.556309,-5.911718,123.7624,-24.,6.36,.897,A0Vn,.034,
90687,90969,170867,6953,,Kap2CrA,,18.556414,-38.720032,47.2144,-20.,6.31,2.94,B8,.02,
90688,90968,170868,6952,,Kap1CrA,,18.556425,-38.725986,298.5075,-16.,5.67,-1.705,B9.5,-0.06,
90689,90971,171247,6967,,,,18.556473,8.268251,558.6592,-22.,6.42,-2.316,B8IIIp SiSr:,-0.044,
90699,90981,170525,6939,,,,18.558184,-58.708782,48.2859,33.,6.4,2.981,G5IV,.688,
90700,90982,170845,6951,,The CrA,,18.558384,-42.312511,170.9402,-2.,4.62,-1.544,G5III,.994,
90709,90991,171130,6962,,,,18.560839,-14.853614,69.5894,-21.,5.74,1.527,A0/A1V,.043,
90722,91004,171115,6961,,24    Sgr,,18.564857,-24.032284,632.9114,-14.,5.49,-3.517,K3III,1.795,
90731,91013,171779,6983,,,,18.565748,52.353516,195.6947,-24.,5.38,-1.078,K0III,1.091,
90733,91014,171034,6960,,,,18.566046,-33.01656,404.8583,4.,5.28,-2.757,B2III/IV,-0.115,
90780,91062,170873,6954,,,,18.575312,-52.891521,203.666,24.,6.21,-0.335,K2III,1.254,
90808,91090,171505,6976,,,,18.579859,10.89201,186.2197,-36.,6.48,.13,A1V,.032,
90823,91105,171391,6970,,,,18.583998,-10.977206,100.9082,7.,5.12,.1,G8III,.926,
90835,91117,171443,6973,,Alp Sct,,18.586784,-8.244073,61.0501,36.,3.85,-0.078,K2III,1.317,
90836,91118,171623,6977,,,,18.586834,18.203409,198.4127,-21.,5.79,-0.698,A0Vn,.006,
90837,91119,171780,6984,,,,18.587086,34.458019,255.102,-27.,6.1,-0.934,B5Vn,-0.115,
90850,91132,171369,6969,,,,18.589258,-20.840443,91.4913,-10.,6.49,1.683,F0IV/V,.28,
90857,91139,171745,6980,,,,18.591778,23.60553,144.3001,16.,5.62,-0.176,G8III,1.015,
90860,91142,171586,,,,,18.59347,4.935988,110.2536,-10.9,6.47,1.258,A2pvar,.075,
90878,91159,171746,6981,,,,18.598118,16.975697,32.8839,10.,6.21,3.625,G2Vv comp,.542,
90890,91172,171416,6972,,,,18.599901,-29.699104,219.2982,-50.,6.36,-0.345,K1III,1.272,
90914,91196,172569,7013,,,,18.603683,65.488716,66.4452,-23.,6.07,1.958,F0V,.279,
90935,91217,171802,6985,,,,18.607731,9.122491,38.5208,-22.,5.38,2.452,F5III,.387,
90953,91235,172044,6997,,,,18.610373,33.469036,154.5595,-26.,5.41,-0.535,B8II-IIIp..,-0.101,
90955,91237,171834,6987,,,,18.610853,6.671805,33.0797,-21.,5.43,2.832,F3V,.386,
90968,91250,172187,7003,,,,18.612652,43.221813,131.406,5.,6.21,.617,F0V,.251,
90979,91262,172167,7001,Gl 721,3Alp Lyr,Vega,18.615641,38.783691,7.6787,-12.1,.03,.604,A0Vvar,-0.001,
90996,91279,171994,6995,,,,18.619183,16.198296,93.4579,-46.,6.31,1.457,G8IV,.896,
91033,91315,172728,7018,,,,18.625975,62.526592,119.0476,-11.,5.74,.361,A0V,-0.045,
91039,91322,171978,6993,,,,18.626656,-0.309472,160.5136,12.,5.76,-0.268,A2V,.067,
91064,91347,171856,6988,,,,18.631784,-21.397724,104.3841,6.,5.93,.837,A5IV,.189,
91086,91369,171957,6989,,,,18.634579,-14.004781,246.9136,-19.,6.49,-0.473,B8II/III,.189,
91089,91373,172380,7009,,,,18.635132,39.668327,526.3158,-19.,6.02,-2.586,M4.5II,1.444,
91111,91394,172088,6999,,,,18.639944,-3.19364,47.9616,-21.,6.49,3.086,F9IV,.553,
91122,91405,171961,6990,,,,18.641865,-23.504892,151.0574,-33.,5.78,-0.116,B8III,-0.018,
91156,91438,172051,6998,Gl 722,,,18.648169,-21.05187,13.0839,38.6,5.85,5.266,G5V,.673,
91178,91461,171819,6986,,,,18.653969,-47.909767,109.4092,-9.,5.84,.645,A3V,.233,
91208,91491,172671,7017,,,,18.659176,40.935059,271.7391,-9.,6.25,-0.921,B9V,-0.052,
